,AAPL,MSFT,GOOGL,AMZN,META,NVDA,TSLA,AVGO,ORCL,ADBE,CRM,CSCO,ACN,INTC,AMD,QCOM,TXN,IBM,NOW,INTU,AMAT,MU,ADI,LRCX,NFLX,DIS,CMCSA,T,VZ,TMUS,JPM,BAC,WFC,GS,MS,C,BLK,SCHW,AXP,SPGI,BX,V,MA,PYPL,UNH,JNJ,LLY,PFE,MRK,ABBV,TMO,ABT,DHR,BMY,AMGN,MDT,CVS,GILD,WMT,PG,KO,PEP,COST,MCD,NKE,SBUX,HD,LOW,TGT,BKNG,MDLZ,CL,EL,XOM,CVX,COP,SLB,CAT,BA,GE,HON,UPS,RTX,LMT,DE,MMM,UNP,LIN,FCX,NEE,DUK,BRK-B,F,GM,UBER,ABNB,SHOP,SQ,PLTR,SNOW,COIN
2025-01-17,188.7,200.39,215.99,351.26,356.96,417.2,99.49,533.76,293.18,275.33,348.7,146.46,132.16,125.26,373.5,148.06,309.65,393.0,471.18,310.91,550.78,223.35,408.53,375.08,126.21,182.4,157.59,140.88,141.14,478.38,283.47,283.09,272.86,162.59,334.51,568.86,111.57,141.58,176.69,551.28,512.31,231.82,509.52,241.93,401.79,312.68,48.79,273.87,37.44,253.36,653.85,81.41,141.41,327.7,460.25,103.37,127.39,459.34,412.52,128.17,351.69,240.97,264.08,262.52,754.92,294.28,156.59,457.69,95.01,345.88,217.22,115.47,206.82,479.69,257.79,558.64,66.39,192.93,589.7,161.09,305.04,49.42,689.16,472.73,364.71,87.54,212.5,454.5,137.81,180.84,192.47,242.42,403.63,226.09,426.3,214.47,384.59,336.36,147.67,356.93,411.34
2025-01-20,192.61,194.8,211.67,345.25,362.07,425.77,99.25,532.09,300.61,274.36,354.72,142.48,128.74,127.94,371.03,150.16,312.09,409.85,482.43,314.45,569.14,218.3,422.11,374.1,123.4,191.35,156.44,139.14,140.21,465.89,291.67,284.48,272.24,164.23,339.15,552.75,111.95,143.54,180.87,539.07,527.28,219.9,523.6,242.74,399.71,314.9,47.94,276.53,36.37,255.51,638.32,79.02,143.02,329.48,451.57,100.21,128.75,464.6,417.53,130.65,352.67,243.22,262.82,265.96,792.61,298.75,158.31,452.93,91.15,353.63,217.7,116.76,207.77,477.83,259.83,547.36,67.82,182.52,575.34,160.55,313.66,49.08,694.61,477.14,359.18,86.93,221.48,439.76,138.05,180.73,193.34,242.46,407.91,218.72,435.37,210.58,384.29,334.6,145.48,373.07,413.97
2025-01-21,193.93,198.3,207.88,361.11,371.75,436.41,100.96,546.3,293.22,286.02,357.81,141.17,125.35,125.83,380.78,152.84,311.34,419.17,496.53,318.72,561.28,225.69,409.65,375.78,122.1,187.97,149.74,139.05,142.38,478.8,296.33,289.71,264.56,163.81,340.9,559.97,111.48,143.32,173.84,532.1,520.09,222.95,510.54,246.48,415.56,314.68,48.79,274.45,38.25,254.51,648.27,77.66,142.25,337.48,449.44,101.69,127.32,464.83,434.06,132.64,349.88,247.8,263.93,271.79,781.65,297.97,160.47,455.7,92.22,351.04,219.8,114.19,208.13,480.05,264.28,545.89,70.05,186.56,559.77,163.22,320.48,47.8,699.23,485.79,369.66,88.05,216.16,444.38,138.9,180.03,193.78,250.72,402.64,218.4,443.75,212.65,385.94,327.81,149.7,364.72,417.11
2025-01-22,192.24,202.63,206.33,356.28,367.51,462.24,101.76,559.45,297.92,282.22,360.44,141.63,125.22,123.99,375.65,148.5,303.65,411.88,502.08,317.31,540.67,225.7,410.27,386.71,125.37,196.31,150.35,139.02,140.8,465.08,302.25,288.81,268.63,165.72,342.86,571.57,109.9,143.37,173.2,527.85,524.56,219.12,518.81,244.6,414.1,316.5,48.98,285.54,38.46,258.75,626.72,76.46,143.56,345.12,440.23,101.13,124.56,460.6,427.25,132.49,362.08,239.73,268.54,277.25,773.85,306.39,160.53,435.3,93.1,341.18,218.74,116.55,203.56,484.49,265.6,562.56,68.96,183.6,565.56,161.72,332.31,47.24,667.98,488.79,385.3,87.65,215.71,455.4,139.62,180.68,196.39,251.32,401.46,216.24,433.06,212.36,391.06,332.44,150.69,367.77,432.02
2025-01-23,195.22,201.86,207.23,372.82,379.91,471.62,101.25,580.56,292.98,283.85,352.82,143.12,126.96,127.18,372.69,143.72,306.98,410.31,494.2,320.44,561.17,212.08,424.1,374.41,126.92,194.21,150.91,140.43,134.17,474.71,294.66,287.9,263.97,163.54,333.83,549.49,111.23,148.7,166.53,548.79,516.53,220.57,524.47,246.64,417.39,320.04,49.68,285.8,38.15,261.98,634.67,73.74,148.1,344.88,427.75,99.2,124.82,451.68,415.3,131.4,356.92,237.94,275.26,277.17,774.01,308.77,158.83,434.09,93.98,339.9,215.65,118.83,206.03,482.62,266.22,579.77,69.48,185.52,560.27,158.56,329.36,47.48,670.63,493.48,387.39,86.55,220.65,443.29,139.9,176.59,196.71,249.84,402.2,211.83,435.16,217.68,401.34,324.52,152.35,367.66,423.28
2025-01-24,195.29,207.37,206.82,405.82,387.33,469.41,101.13,587.18,294.67,288.15,355.24,148.2,126.11,124.21,373.16,142.03,301.53,419.71,507.13,308.24,563.11,209.08,419.01,377.77,124.33,195.49,157.62,140.21,137.35,462.3,304.1,291.56,254.73,165.72,330.05,531.05,114.03,141.18,171.58,544.75,521.44,227.26,541.37,248.3,405.28,329.71,51.37,283.57,38.15,263.64,640.66,74.24,151.88,345.08,422.31,100.11,124.21,443.91,418.71,131.12,352.56,239.91,286.78,272.52,753.01,311.41,155.13,421.84,93.83,344.28,220.14,118.95,209.39,470.48,263.24,586.69,68.51,188.08,550.98,160.36,323.9,47.75,691.7,494.89,388.32,86.81,223.19,444.47,140.34,173.14,202.91,247.12,421.1,214.81,446.5,223.09,402.05,325.59,152.38,352.39,413.58
2025-01-27,198.73,210.36,205.34,396.23,393.05,482.16,100.58,584.1,298.51,298.78,358.85,148.15,129.56,125.67,365.28,137.47,304.95,422.26,503.47,308.29,562.54,216.95,409.43,378.57,125.07,203.3,158.01,142.57,131.08,446.41,302.89,296.6,253.39,165.98,332.18,533.26,115.68,145.83,169.83,547.57,539.17,237.77,521.38,249.11,411.49,334.88,51.19,281.71,37.57,264.39,613.42,74.42,147.07,345.9,429.48,99.64,122.14,444.1,423.13,130.96,349.42,242.98,285.12,266.46,775.28,308.19,156.38,411.39,90.31,347.85,218.1,120.26,205.65,478.73,272.81,590.66,68.28,183.8,538.29,160.24,308.36,48.03,712.02,496.61,398.18,86.69,224.79,446.11,141.63,174.12,208.93,240.72,429.05,212.45,450.74,222.76,406.82,337.77,156.02,351.94,418.78
2025-01-28,195.11,203.92,208.04,394.62,397.03,472.07,100.89,556.19,286.7,303.22,355.19,142.0,129.79,129.24,367.75,135.33,313.03,414.13,498.83,308.85,581.1,223.04,408.09,389.43,124.56,204.97,157.86,142.18,131.11,455.44,300.69,293.44,249.5,168.12,337.3,521.27,117.82,149.18,163.77,557.64,521.59,232.77,499.92,246.1,415.04,329.62,51.53,283.13,38.51,264.15,597.79,73.68,152.86,341.99,425.36,98.17,122.15,449.74,410.11,130.35,347.95,254.18,289.87,257.75,756.33,301.07,156.1,404.58,90.92,329.11,223.43,117.95,203.4,465.56,270.55,583.65,67.71,181.69,547.85,159.45,307.33,47.04,696.47,501.61,390.93,88.13,223.1,441.32,140.87,165.89,207.29,243.02,431.6,218.13,435.23,224.68,406.6,343.36,156.92,358.51,403.11
2025-01-29,193.45,206.93,206.73,384.37,401.24,481.52,102.64,565.7,283.9,299.54,353.31,143.51,130.7,131.91,366.5,134.98,315.92,417.98,495.53,304.35,595.02,219.12,422.57,379.07,122.9,203.24,157.56,142.12,124.82,453.5,296.17,298.31,247.7,168.22,331.0,533.61,115.91,153.65,168.52,552.13,537.8,232.72,498.84,245.46,422.49,320.64,49.59,279.81,38.03,270.78,580.9,76.57,153.75,345.4,428.17,99.13,126.23,465.69,420.08,130.88,353.86,245.55,300.13,257.75,761.94,299.49,158.06,404.64,92.4,336.15,226.24,118.33,207.27,468.65,277.23,601.49,67.93,187.13,571.78,157.95,307.43,45.76,665.07,495.67,386.86,89.41,229.16,447.03,140.12,163.23,202.82,243.43,437.49,217.85,421.79,226.86,408.85,340.58,147.71,362.2,398.73
2025-01-30,188.5,210.73,202.04,367.54,389.47,500.03,102.72,582.11,285.14,306.33,344.48,149.5,134.28,130.36,365.6,139.8,309.48,412.78,505.53,307.43,578.4,215.15,424.03,385.98,121.05,193.7,158.12,140.47,121.4,465.62,300.88,301.66,247.22,167.69,330.5,548.84,116.24,151.39,164.22,553.35,525.9,236.37,503.91,250.48,417.77,316.45,50.24,277.77,39.33,282.19,563.89,78.17,151.38,343.45,433.46,99.83,126.26,472.88,428.48,131.48,334.54,234.44,298.05,252.47,764.62,304.77,156.49,404.33,91.81,340.9,227.47,115.83,210.83,471.47,275.48,581.0,68.16,186.97,583.23,164.4,321.92,44.68,672.89,490.15,391.29,88.92,231.39,447.22,138.81,162.78,207.3,242.26,450.89,217.83,416.69,226.81,410.25,351.49,148.87,357.13,400.54
2025-01-31,187.13,207.06,202.54,368.43,390.84,488.64,102.78,580.01,289.17,295.04,339.08,152.22,131.01,130.83,365.97,137.29,317.96,411.0,501.76,312.72,576.09,217.11,461.53,384.28,125.5,189.93,162.22,139.09,119.36,452.97,292.11,297.71,247.06,167.78,323.06,565.64,116.73,152.42,168.02,552.07,500.08,236.04,515.66,255.89,426.72,315.49,48.1,282.23,38.42,276.4,559.03,81.37,150.25,345.3,436.31,99.55,126.54,479.63,417.71,133.76,347.84,242.96,295.79,245.0,770.46,310.77,152.6,402.92,91.37,334.18,238.49,114.77,214.23,465.99,278.52,586.02,66.98,187.63,589.33,164.41,313.48,46.3,666.83,493.95,371.24,90.94,226.95,445.54,141.77,165.69,211.04,247.88,458.93,218.73,407.3,227.75,403.59,341.94,149.87,360.12,415.3
2025-02-03,182.98,220.26,210.12,363.3,393.09,483.97,102.36,589.26,286.66,297.24,341.4,153.32,130.08,131.18,360.81,140.23,304.23,410.24,519.08,316.85,557.12,217.87,460.25,390.15,126.86,183.64,163.68,137.64,118.31,456.64,280.09,293.21,251.79,169.75,308.55,592.69,114.75,155.24,166.24,562.31,535.69,234.17,503.47,254.05,426.23,320.49,48.33,279.87,38.71,271.43,562.37,81.83,152.65,342.15,432.35,95.29,129.33,488.06,405.94,129.65,339.49,247.58,288.24,246.57,769.2,302.41,157.2,400.67,90.18,342.38,228.71,116.56,212.28,466.45,270.74,573.03,66.35,189.24,568.31,162.76,320.78,44.86,656.66,498.19,364.29,89.71,226.74,435.66,143.42,167.62,214.55,243.97,457.77,211.91,407.84,232.36,405.12,325.32,151.72,354.89,420.69
2025-02-04,178.51,222.31,211.29,371.36,391.36,464.22,102.72,593.24,281.07,301.71,335.62,153.99,129.83,132.52,369.21,141.79,300.66,400.48,509.97,316.92,549.32,208.53,466.93,385.07,125.5,185.78,166.3,138.8,116.87,459.39,279.52,303.14,256.05,174.21,309.42,602.21,116.42,155.69,166.38,560.25,540.79,239.59,485.36,247.07,425.14,313.81,49.01,277.64,40.04,268.3,565.73,81.32,148.61,347.72,440.08,96.15,130.32,481.64,406.26,130.77,336.15,244.43,301.09,246.34,737.14,302.69,159.49,409.16,90.4,335.73,229.25,116.88,205.73,477.44,271.29,591.78,66.36,191.23,563.8,167.6,321.74,44.42,646.95,487.2,376.68,87.4,225.59,441.52,142.09,165.15,211.8,245.22,465.9,216.0,403.96,237.57,405.97,334.43,151.03,360.31,414.58
2025-02-05,180.6,223.53,204.25,372.05,387.92,467.55,104.4,594.61,274.6,298.52,335.58,151.05,132.16,137.59,372.18,140.32,304.89,404.49,514.95,318.4,561.33,212.43,436.63,365.66,125.66,178.66,165.51,140.22,110.83,480.19,266.91,302.26,260.22,177.41,300.26,599.12,119.2,162.4,170.05,570.14,550.88,231.38,488.31,248.04,423.14,307.97,49.44,274.54,38.15,277.41,575.97,81.11,150.21,355.74,443.48,96.62,128.17,475.75,405.21,128.59,341.19,234.79,305.39,242.19,741.47,298.09,156.31,405.99,89.85,335.14,243.1,115.47,201.57,476.78,272.93,580.64,65.8,192.57,555.76,164.46,335.15,44.41,664.14,499.0,375.43,85.14,219.61,446.55,142.52,166.29,216.76,249.45,451.71,216.98,398.46,244.68,405.06,330.89,149.01,358.1,420.11
2025-02-06,184.4,217.57,198.0,362.98,385.62,467.86,103.24,595.9,277.36,289.18,327.3,151.2,137.17,137.64,377.4,144.01,294.75,401.88,498.78,332.73,566.83,211.3,432.33,365.51,125.1,176.01,165.09,139.5,110.22,484.75,267.02,312.08,265.05,180.24,299.19,588.01,121.64,158.62,163.95,562.9,555.53,245.89,488.39,251.21,424.66,312.62,49.5,274.59,38.88,272.13,566.65,76.86,150.36,348.64,446.66,95.93,128.33,484.54,402.76,127.08,339.55,251.19,302.71,251.8,699.18,296.14,163.49,409.04,88.87,322.65,246.66,119.81,206.47,467.51,271.48,572.36,66.85,196.2,561.84,163.4,327.84,42.9,645.66,503.92,380.05,82.95,216.42,445.11,140.12,166.79,213.44,250.06,455.03,214.06,386.07,244.32,405.39,349.71,151.55,355.82,428.76
2025-02-07,181.17,214.45,199.3,366.82,378.24,454.56,103.95,558.48,268.83,291.35,318.48,152.51,137.82,135.42,380.28,147.78,296.81,402.42,489.32,331.52,562.1,198.11,446.27,352.16,123.03,175.74,164.72,139.4,109.13,493.94,275.18,312.36,266.49,180.03,291.3,542.87,119.39,164.53,162.39,564.0,545.06,254.49,490.65,249.49,438.88,316.13,50.36,277.45,38.83,282.88,598.22,78.88,147.49,347.37,431.88,100.07,127.7,477.78,405.79,126.16,340.42,272.06,310.96,243.48,704.66,293.18,156.03,418.54,90.7,327.01,243.87,115.74,206.35,464.47,273.22,592.63,65.55,195.05,558.24,160.28,331.68,43.91,600.22,497.41,366.6,83.67,214.41,446.67,141.68,164.11,206.14,250.18,456.77,218.52,390.24,240.25,408.28,335.6,148.78,359.86,421.5
2025-02-10,180.97,205.34,204.67,357.33,363.83,441.39,105.85,568.87,281.69,293.98,314.0,148.39,134.77,135.68,370.22,146.71,309.53,405.5,499.31,332.17,570.4,197.36,472.23,362.13,122.52,172.29,165.8,138.17,108.46,497.7,285.26,309.81,265.02,180.46,294.04,517.48,121.06,157.45,158.91,562.66,546.68,253.11,506.69,255.36,457.47,321.13,50.21,276.75,39.09,276.38,619.84,79.93,146.1,337.0,431.92,96.49,125.24,489.24,398.1,128.24,345.78,279.72,309.91,245.3,699.14,293.31,155.99,409.93,89.76,339.75,239.58,116.86,205.71,467.38,269.79,604.27,66.06,202.35,555.23,162.9,321.87,44.56,569.45,491.2,368.74,87.17,214.99,457.7,142.2,162.89,207.63,249.53,455.63,219.67,409.46,236.59,400.86,344.4,143.95,350.76,430.85
2025-02-11,176.3,206.08,204.49,359.63,376.0,443.46,107.08,563.43,273.2,298.76,313.03,148.15,131.01,141.15,369.86,147.21,305.56,420.29,507.93,337.92,580.57,202.97,478.28,363.8,120.29,178.46,168.11,141.09,106.8,501.44,282.91,311.64,266.28,180.16,295.86,540.18,120.43,159.01,159.51,570.16,569.86,251.46,489.47,261.61,457.33,326.03,49.83,274.79,39.0,275.46,624.08,79.76,149.6,333.9,436.18,96.89,127.33,483.14,400.09,124.77,344.25,283.39,316.61,240.89,692.92,293.91,149.68,409.5,87.65,338.6,255.25,119.76,204.97,465.86,269.18,605.96,65.04,204.0,559.61,161.83,308.61,44.29,583.32,488.94,385.84,88.35,214.54,447.0,145.68,163.44,207.49,247.65,455.53,223.83,428.45,236.37,408.93,333.05,144.8,377.29,428.93
2025-02-12,177.82,202.23,207.91,369.45,380.09,445.11,106.09,578.44,275.02,300.36,313.0,145.49,127.49,139.69,381.39,149.7,314.66,424.13,508.55,343.55,570.65,194.4,469.06,356.72,116.54,181.16,168.33,140.7,106.24,497.93,298.51,313.44,273.62,181.15,304.04,534.22,119.82,162.76,165.95,573.25,587.24,252.9,492.39,264.36,472.36,327.6,51.06,283.75,39.12,270.53,629.29,79.75,146.07,330.6,435.88,96.93,127.76,482.28,403.95,126.54,343.51,270.44,311.77,248.36,685.77,293.75,148.64,412.25,86.59,345.4,250.5,122.06,210.62,465.12,274.87,628.38,63.36,207.31,577.53,159.08,305.5,44.69,588.79,488.93,391.12,89.08,209.48,450.04,142.62,159.43,211.13,243.09,454.41,225.99,427.81,238.1,419.82,340.15,147.48,384.14,417.94
2025-02-13,179.7,203.58,202.74,363.09,376.69,454.4,104.46,598.96,277.08,302.34,316.14,145.2,129.18,138.86,385.74,148.5,306.52,415.99,499.93,339.98,567.65,202.01,482.9,361.95,113.91,182.66,172.46,140.42,104.07,520.38,297.73,315.5,276.89,179.51,295.71,525.92,121.65,162.23,167.1,584.37,597.75,250.3,465.29,261.76,472.71,326.25,52.86,278.01,39.09,276.13,633.76,77.84,148.44,321.11,441.23,95.19,126.76,486.47,414.07,124.49,349.15,271.11,312.82,250.71,690.19,294.82,149.81,408.43,85.68,339.66,260.39,120.53,212.29,465.99,271.63,624.62,63.9,209.58,578.89,157.98,306.97,43.29,599.31,493.28,416.44,87.1,203.46,452.11,140.28,159.1,213.79,244.69,456.52,226.52,415.46,237.63,415.58,351.02,148.44,374.9,406.52
2025-02-14,180.22,211.75,200.93,371.34,375.57,470.66,104.91,595.7,284.31,307.23,312.82,147.66,127.8,140.06,384.55,149.69,308.82,422.71,492.21,354.3,572.12,196.15,490.19,365.15,118.03,175.96,170.29,139.24,106.49,516.18,286.85,314.04,275.42,182.51,288.46,535.87,120.69,166.85,170.73,576.75,602.28,247.89,464.71,255.38,481.43,335.88,53.05,282.76,39.64,281.16,613.73,75.91,152.45,314.38,434.75,94.34,128.88,483.67,409.13,122.43,350.87,284.22,314.66,244.99,686.32,294.17,154.26,407.33,86.69,338.22,254.08,124.72,214.56,465.75,273.54,632.74,63.48,202.47,594.28,163.78,303.92,43.45,585.58,486.1,408.29,87.36,202.13,468.08,138.66,160.35,212.81,246.43,461.71,230.17,425.64,243.03,416.6,344.9,151.52,369.29,412.81
2025-02-17,178.93,208.76,196.96,366.17,375.32,468.95,105.74,573.73,279.46,317.31,309.47,145.9,124.7,139.09,382.58,151.97,311.01,419.55,483.16,357.25,565.63,199.31,491.35,353.96,115.74,175.07,167.75,137.8,107.12,502.03,273.74,318.84,274.88,182.66,286.63,533.61,122.21,165.58,165.44,565.28,585.6,247.1,466.2,252.21,465.06,343.17,54.1,286.77,39.01,283.28,626.33,77.36,150.25,322.87,425.52,94.02,127.2,482.78,411.09,122.88,341.18,280.8,301.76,248.01,687.87,293.03,149.19,399.57,86.39,345.68,251.49,123.48,221.86,462.54,278.55,647.74,62.47,202.49,596.41,166.33,308.86,44.52,568.65,504.19,419.81,84.81,199.11,468.03,137.58,160.66,213.85,245.06,454.25,231.72,419.18,239.27,425.21,363.99,152.07,378.23,421.51
2025-02-18,178.93,203.1,196.9,371.23,378.27,464.09,105.83,578.29,279.49,317.31,303.43,148.86,122.92,136.91,386.29,145.72,311.56,403.38,471.44,359.82,565.59,201.21,499.53,371.12,113.85,174.69,167.35,140.44,105.11,513.93,273.94,318.65,278.52,183.42,283.19,566.06,121.67,169.17,156.73,551.41,595.99,238.93,457.74,253.03,485.41,347.75,54.14,285.74,38.57,288.1,640.22,81.49,152.39,314.29,428.06,92.79,126.6,487.04,412.82,124.89,351.06,274.69,309.44,259.96,666.94,286.4,147.77,405.54,87.62,340.36,264.53,123.7,222.27,469.76,272.37,641.24,64.02,208.89,579.59,164.79,321.92,44.27,570.23,505.69,412.95,86.94,204.43,478.54,135.64,160.66,212.96,247.51,446.5,235.34,419.56,233.19,424.45,358.42,156.75,373.24,397.5
2025-02-19,179.16,204.76,202.74,365.51,389.68,470.64,106.96,576.18,280.29,330.1,303.54,152.07,122.77,134.76,391.77,141.17,322.63,407.57,462.67,360.2,567.62,200.24,502.37,375.13,113.85,171.95,164.26,137.74,103.07,490.03,270.93,319.47,279.31,188.6,287.61,545.75,121.88,167.54,158.03,547.97,601.26,236.57,451.33,252.93,484.51,345.13,54.19,288.34,37.6,272.26,645.21,82.03,156.53,312.63,423.6,93.54,129.03,478.54,411.66,121.16,354.17,277.15,313.29,261.0,667.5,286.64,145.29,400.46,89.27,332.62,263.28,122.07,225.49,478.0,271.79,654.4,63.31,207.1,577.93,162.66,326.08,45.05,545.02,497.21,413.75,87.85,203.27,482.7,135.82,161.99,213.69,248.76,434.2,225.01,425.26,232.55,424.87,359.25,152.71,385.77,423.33
2025-02-20,179.7,206.61,197.69,357.0,396.9,468.14,107.66,562.67,268.38,322.9,294.79,152.8,123.94,136.8,384.14,135.42,316.98,398.85,439.72,356.09,556.53,207.83,501.95,375.89,113.38,170.68,165.29,137.6,101.31,481.77,259.86,316.66,272.17,190.03,288.68,555.19,119.91,169.8,158.48,532.35,623.29,230.06,468.3,251.06,475.14,346.5,54.96,285.86,38.39,261.76,653.48,83.61,153.38,312.71,421.47,92.69,129.91,470.73,419.89,122.35,349.24,289.81,313.36,255.33,681.56,292.05,142.87,388.06,90.4,339.56,259.04,117.37,220.24,479.24,270.42,652.51,63.36,210.41,591.4,163.66,326.93,44.55,542.35,492.96,418.64,88.46,204.51,492.37,135.35,161.83,211.75,244.75,423.87,228.79,411.2,232.76,419.01,366.61,154.25,396.82,430.74
2025-02-21,180.79,194.58,197.24,366.5,407.56,475.2,107.62,565.53,278.14,311.23,300.15,147.69,125.35,143.44,384.93,135.25,322.12,392.82,435.11,353.8,555.17,213.19,499.8,380.83,113.53,172.61,165.88,138.94,97.78,467.51,267.36,325.42,276.24,190.15,291.46,551.1,120.68,172.58,161.63,527.46,653.09,237.0,467.27,247.29,474.9,351.94,55.41,284.87,37.69,263.99,652.33,82.25,148.95,317.38,412.45,92.58,129.25,466.92,416.7,119.64,348.98,298.81,311.81,257.34,705.15,290.72,140.35,389.9,90.29,345.0,259.59,117.36,221.52,487.4,270.12,640.28,64.25,216.85,572.64,162.38,333.22,45.25,547.8,494.69,420.54,88.55,204.87,490.53,136.32,161.23,211.46,252.07,421.38,228.94,419.07,224.59,423.61,378.54,152.62,398.02,452.91
2025-02-24,178.86,196.19,201.63,342.28,407.13,492.44,110.42,591.73,271.09,315.37,295.43,147.75,124.32,144.8,381.16,135.94,309.33,398.7,445.53,348.11,548.02,216.22,499.1,386.11,113.43,168.85,164.57,139.93,93.89,469.11,274.97,332.08,281.12,195.56,291.71,555.42,121.16,174.72,160.89,542.73,672.72,234.15,469.51,250.83,476.11,347.87,52.52,286.77,38.29,265.95,667.34,81.4,148.57,320.36,416.28,93.01,129.7,458.89,423.96,119.28,351.21,314.45,306.46,260.28,730.5,292.19,137.53,387.36,91.14,352.26,264.04,117.02,220.48,486.82,269.57,630.91,63.49,217.34,585.54,167.17,322.04,45.45,557.63,500.01,402.74,89.01,203.75,463.47,135.36,163.31,208.35,252.58,428.05,234.14,394.78,231.04,417.06,383.82,156.53,400.69,449.43
2025-02-25,180.95,190.67,208.78,340.31,401.63,487.48,109.67,617.29,273.7,321.13,299.69,145.08,124.31,145.83,385.82,135.84,315.78,389.46,439.98,352.85,537.73,224.54,504.78,372.94,114.98,169.48,165.95,140.52,90.94,455.62,269.0,332.56,280.86,199.55,295.17,565.55,121.17,176.51,158.53,551.28,655.85,240.59,452.88,252.94,468.08,349.33,52.47,285.49,38.35,265.95,697.9,81.29,147.88,327.72,414.8,94.14,130.78,459.97,418.52,121.62,349.07,315.93,324.7,250.47,741.15,284.62,139.03,386.19,93.44,356.42,269.77,117.22,216.57,484.83,269.48,612.16,64.39,222.19,603.59,161.44,333.88,44.13,565.91,499.69,406.86,88.18,208.41,464.9,137.7,161.94,202.77,257.93,416.16,238.69,387.59,229.47,417.6,374.47,157.02,403.54,441.16
2025-02-26,182.32,191.25,212.94,331.03,403.64,472.14,109.38,612.67,284.23,307.8,302.24,146.92,123.51,142.24,382.15,137.58,320.53,386.3,448.88,360.53,560.23,229.89,521.98,401.27,114.68,175.24,166.52,140.85,92.21,461.27,271.61,330.99,280.09,200.51,290.7,556.98,123.24,179.68,158.79,563.91,669.13,239.4,434.26,250.4,461.34,343.5,51.76,287.63,37.78,271.72,695.47,82.21,146.51,332.23,423.6,96.35,130.3,465.57,419.55,124.34,363.57,320.75,317.37,240.4,745.33,282.49,138.13,389.8,94.33,360.69,265.52,115.34,220.26,499.01,272.73,613.97,64.15,216.19,620.92,157.96,330.25,45.8,576.2,513.45,411.25,87.52,206.77,463.45,138.64,163.17,201.04,254.3,426.94,237.89,386.43,228.69,409.18,385.14,157.56,401.46,441.29
2025-02-27,183.58,190.52,212.13,333.62,411.04,476.43,110.28,592.4,278.09,310.46,292.19,142.72,123.56,142.87,379.19,132.9,315.49,377.55,453.96,361.78,539.12,224.61,514.81,391.74,110.92,170.69,168.37,141.9,92.42,471.47,267.61,322.07,279.28,202.35,294.17,554.93,124.3,175.75,161.47,560.87,659.03,236.3,419.55,254.43,468.77,333.38,50.2,291.31,37.82,273.77,683.65,85.01,150.51,336.39,428.71,97.61,130.76,471.61,408.49,125.66,380.66,335.36,318.17,233.97,729.32,283.33,139.62,383.93,94.36,357.36,274.6,115.54,219.57,487.87,274.3,595.94,63.67,216.57,608.46,156.65,319.36,46.94,592.38,503.67,411.13,87.08,210.19,456.74,138.88,166.57,202.65,248.99,432.11,236.43,390.12,231.1,403.96,386.37,154.93,420.73,446.48
2025-02-28,180.63,195.26,213.64,338.55,406.16,468.59,110.29,575.63,283.69,300.37,287.3,140.55,122.9,142.72,383.43,129.74,320.22,376.62,459.45,351.31,560.77,227.38,531.78,390.48,112.53,166.8,170.73,139.14,95.2,466.55,261.23,329.35,281.65,201.57,290.58,524.65,127.39,178.29,163.95,574.49,663.23,238.71,417.14,255.77,465.13,335.76,49.91,286.17,38.4,279.47,661.78,86.73,145.54,326.58,428.13,101.89,131.58,482.99,424.28,128.0,389.2,351.18,317.55,236.15,721.74,279.59,138.96,387.04,92.98,354.31,266.65,115.72,229.31,485.91,277.19,589.94,63.49,216.83,611.95,166.22,324.42,47.82,588.84,508.71,418.15,90.11,206.43,453.21,138.51,168.66,204.93,249.81,436.36,236.2,381.12,231.88,392.12,405.53,152.98,419.33,437.04
2025-03-03,183.37,205.12,208.97,335.96,406.64,458.9,110.93,574.53,284.82,297.4,289.7,142.11,120.6,137.82,398.15,128.92,325.45,368.13,463.0,353.48,556.52,228.05,562.74,392.26,113.08,175.4,167.14,143.05,98.95,486.07,265.63,327.77,281.36,200.12,289.62,529.36,129.3,170.39,163.49,583.4,655.73,229.63,412.92,254.8,468.06,341.61,50.08,289.01,36.31,272.24,686.64,84.21,142.78,328.58,420.36,102.66,130.56,468.56,416.76,130.39,385.87,372.45,330.47,244.09,730.28,281.29,137.63,387.79,94.42,351.04,265.47,114.63,232.06,488.31,280.88,598.21,64.88,214.63,604.57,164.04,332.95,47.47,616.37,509.12,426.22,88.31,204.08,454.77,138.25,166.73,197.74,249.38,440.0,236.76,376.22,232.43,394.08,409.81,150.07,419.53,433.82
